Churn;Gender;SeniorCitizen;Partner;Dependents;Tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;DailyCharges;MonthlyCharges;AvgServiceCost;TotalCharges;ServiceCount;TenureGroup;Churn_binary
Yes;Female;No;No;No;14;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;73,28;75,35;37,675;1025,95;2;13–24;1
No;Male;No;Yes;Yes;52;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;25,88;25,75;25,75;1345,85;1;49–60;0
No;Male;No;No;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,28;106,45;21,29;6300,15;5;61–72;0
No;Female;No;Yes;No;54;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);20,41;20,05;20,05;1102,4;1;49–60;0
No;Female;No;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;79,03;73,5;73,5;632,2;1;0–12;0
No;Male;No;No;No;3;Yes;No;Dsl;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;68,72;77,4;15,48;206,15;5;0–12;0
No;Female;No;No;No;14;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);79,45;80,05;26,683333333333334;1112,3;3;13–24;0
No;Male;No;No;No;72;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;21,13;20,8;20,8;1521,2;1;61–72;0
No;Male;No;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;97,24;96,75;19,35;3403,4;5;25–36;0
No;Male;No;Yes;No;66;Yes;Yes;Dsl;No;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;64,62;63,85;21,283333333333335;4264,6;3;61–72;0
No;Male;No;Yes;No;48;Yes;Yes;Dsl;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);71,26;70,55;17,6375;3420,5;4;37–48;0
No;Female;Yes;Yes;Yes;48;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;105,58;104,5;17,416666666666668;5068,05;6;37–48;0
Yes;Male;No;Yes;Yes;21;Yes;Yes;Dsl;Yes;Yes;No;Yes;Yes;No;One year;No;Mailed check;77,38;77,5;15,5;1625,0;5;13–24;1
No;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,45;20,45;20,45;20,45;1;0–12;0
No;Female;No;Yes;Yes;67;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);110,28;112,35;18,724999999999998;7388,45;6;61–72;0
No;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);19,8;19,8;19,8;19,8;1;0–12;0
Yes;Male;No;Yes;Yes;7;Yes;No;Dsl;Yes;No;No;No;No;No;One year;Yes;Electronic check;47,33;49,75;24,875;331,3;2;0–12;1
No;Male;No;No;No;17;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);94,84;90,95;22,7375;1612,2;4;13–24;0
No;Male;No;Yes;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);104,47;106,0;21,2;4178,65;5;37–48;0
Yes;Male;No;No;No;24;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;90,21;89,85;29,95;2165,05;3;13–24;1
No;Male;No;Yes;No;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);106,04;107,2;17,866666666666667;7317,1;6;61–72;0
No;Male;Yes;Yes;No;72;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);85,3;84,8;21,2;6141,65;4;61–72;0
No;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;19,5;19,5;19,5;19,5;1;0–12;0
No;Female;No;No;No;36;Yes;Yes;Dsl;Yes;No;No;No;No;No;One year;No;Mailed check;52,6;54,45;27,225;1893,5;2;25–36;0
No;Female;No;Yes;Yes;47;No;No;Dsl;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);58,91;60,0;12,0;2768,65;5;37–48;0
No;Male;No;No;No;16;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);18,43;19,75;19,75;294,9;1;13–24;0
No;Male;No;No;No;17;Yes;No;No;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);20,68;19,65;19,65;351,55;1;13–24;0
No;Female;No;Yes;Yes;38;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;19,63;20,2;20,2;746,05;1;37–48;0
Yes;Male;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,1;79,1;39,55;79,1;2;0–12;1
Yes;Female;Yes;Yes;Yes;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);89,45;92,45;13,207142857142857;6440,25;7;61–72;1
No;Male;No;No;No;50;No;No;Dsl;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;35,65;35,0;17,5;1782,4;2;49–60;0
No;Female;No;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;66,94;75,6;37,8;535,55;2;0–12;0
No;Male;No;No;No;67;Yes;No;Dsl;No;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);48,66;50,55;25,275;3260,1;2;61–72;0
No;Female;No;Yes;Yes;38;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;19,72;20,3;20,3;749,35;1;37–48;0
No;Male;No;Yes;No;70;Yes;No;Dsl;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);64,62;64,95;12,99;4523,25;5;61–72;0
No;Female;No;No;No;41;Yes;Yes;Dsl;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);75,38;74,65;14,930000000000001;3090,65;5;37–48;0
No;Male;No;Yes;Yes;59;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;111,11;111,1;18,516666666666666;6555,2;6;49–60;0
No;Female;No;No;No;64;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;25,67;24,7;24,7;1642,75;1;61–72;0
Yes;Male;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;88,27;85,3;42,65;264,8;2;0–12;1
No;Female;Yes;Yes;No;22;Yes;Yes;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);24,95;25,6;25,6;548,8;1;13–24;0
No;Male;No;No;Yes;70;Yes;Yes;Dsl;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);65,02;64,95;16,2375;4551,5;4;61–72;0
No;Male;No;No;No;43;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Mailed check;91,19;94,35;31,45;3921,3;3;37–48;0
Yes;Female;No;No;No;5;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;49,99;50,6;50,6;249,95;1;0–12;1
Yes;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,6;86,6;43,3;86,6;2;0–12;1
No;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;19,55;19,55;19,55;19,55;1;0–12;0
No;Male;Yes;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);116,65;115,75;16,535714285714285;8399,15;7;61–72;0
No;Female;No;No;Yes;18;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);25,26;25,3;25,3;454,65;1;13–24;0
No;Male;No;Yes;Yes;38;Yes;No;Dsl;Yes;Yes;Yes;Yes;Yes;No;One year;No;Electronic check;73,74;74,05;12,341666666666667;2802,3;6;37–48;0
Yes;Female;No;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;97,62;95,6;31,866666666666664;4783,5;3;49–60;1
No;Female;No;Yes;Yes;2;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;15,95;20,3;20,3;31,9;1;0–12;0
No;Male;No;Yes;Yes;12;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);26,08;25,4;25,4;313,0;1;0–12;0
Yes;Female;No;No;No;15;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45,3;49,1;49,1;679,55;1;13–24;1
No;Male;No;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);77,5;73,6;36,8;232,5;2;0–12;0
No;Female;No;Yes;Yes;71;Yes;No;Dsl;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);63,28;64,05;12,809999999999999;4492,9;5;61–72;0
No;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;20,7;20,7;20,7;20,7;1;0–12;0
Yes;Female;Yes;Yes;No;34;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;94,63;94,25;23,5625;3217,55;4;25–36;1
No;Female;No;Yes;No;6;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,38;90,75;30,25;512,25;3;0–12;0
Yes;Male;Yes;Yes;Yes;51;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,3;84,2;28,066666666666666;4146,05;3;49–60;1
No;Female;Yes;No;No;26;Yes;Yes;Dsl;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;63,55;66,05;22,016666666666666;1652,4;3;25–36;0
Yes;Female;No;No;No;49;Yes;Yes;Dsl;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);59,88;59,75;19,916666666666668;2934,3;3;49–60;1
Yes;Male;No;Yes;No;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,94;104,65;20,93;2542,45;5;13–24;1
No;Male;No;No;No;69;No;No;Dsl;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);60,53;60,05;12,01;4176,7;5;61–72;0
No;Male;No;No;Yes;56;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;25,43;24,8;24,8;1424,2;1;49–60;0
Yes;Male;No;No;No;44;No;No;Dsl;No;Yes;Yes;No;Yes;Yes;One year;Yes;Mailed check;53,99;53,95;13,4875;2375,4;4;37–48;1
No;Male;No;Yes;No;47;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Electronic check;77,67;78,9;39,45;3650,35;2;37–48;0
No;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,96;116,75;16,678571428571427;8277,05;7;61–72;0
No;Female;No;No;No;18;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;67,87;69,8;69,8;1221,65;1;13–24;0
No;Male;No;Yes;No;51;Yes;Yes;Dsl;No;No;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);76,5;75,2;18,8;3901,25;4;49–60;0
Yes;Male;Yes;Yes;Yes;66;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);78,1;79,4;13,233333333333334;5154,6;6;61–72;1
No;Female;No;No;Yes;46;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,46;99,8;19,96;4391,25;5;37–48;0
No;Male;No;No;No;9;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;18,19;20,15;20,15;163,7;1;0–12;0
Yes;Male;No;No;No;69;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);104,64;104,7;20,94;7220,35;5;61–72;1
Yes;Male;Yes;Yes;No;47;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,64;100,05;25,0125;4871,05;4;37–48;1
Yes;Female;No;No;No;12;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;77,28;78,95;39,475;927,35;2;0–12;1
No;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Two year;Yes;Bank transfer (automatic);96,59;95,9;23,975;6954,15;4;61–72;0
Yes;Male;No;No;No;4;Yes;No;Dsl;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;74,92;74,4;14,88;299,7;5;0–12;1
Yes;Female;No;Yes;No;2;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);82,5;79,7;26,566666666666666;165,0;3;0–12;1
Yes;Male;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,65;71,65;71,65;71,65;1;0–12;1
No;Male;No;Yes;No;42;No;No;Dsl;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);38,72;40,15;20,075;1626,05;2;37–48;0
No;Male;No;Yes;Yes;69;Yes;Yes;Dsl;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);81,18;81,95;13,658333333333333;5601,4;6;61–72;0
No;Male;No;No;No;14;No;No;Dsl;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;55,14;55,0;13,75;771,95;4;13–24;0
No;Female;No;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);92,89;90,55;22,6375;6130,95;4;61–72;0
No;Male;No;Yes;Yes;57;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,5;74,3;74,3;4018,35;1;49–60;0
No;Female;Yes;No;No;14;No;No;Dsl;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;48,05;46,35;23,175;672,7;2;13–24;0
Yes;Male;No;No;No;4;No;No;Dsl;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;29,62;29,65;29,65;118,5;1;0–12;1
Yes;Female;Yes;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;107,36;106,0;21,2;6441,4;5;49–60;1
No;Female;No;No;Yes;16;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Credit card (automatic);79,01;79,5;39,75;1264,2;2;13–24;0
No;Female;No;No;No;2;Yes;Yes;Dsl;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;50,82;54,15;27,075;101,65;2;0–12;0
No;Female;Yes;No;No;64;Yes;Yes;Dsl;No;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);76,08;74,65;14,930000000000001;4869,35;5;61–72;0
No;Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;Two year;No;Electronic check;100,84;100,45;20,09;7159,7;5;61–72;0
No;Female;No;No;No;3;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;49,35;44,75;44,75;148,05;1;0–12;0
No;Female;No;Yes;No;72;Yes;Yes;Dsl;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);84,67;84,4;14,066666666666668;6096,45;6;61–72;0
No;Female;No;No;No;26;Yes;Yes;Dsl;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);69,23;69,5;17,375;1800,05;4;25–36;0
Yes;Male;No;Yes;Yes;1;No;No;Dsl;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;30,2;30,2;30,2;30,2;1;0–12;1
No;Male;No;No;No;52;Yes;No;Dsl;Yes;No;Yes;No;No;No;One year;No;Electronic check;53,67;53,75;17,916666666666668;2790,65;3;49–60;0
No;Male;No;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);113,39;113,4;16,2;8164,1;7;61–72;0
No;Female;No;Yes;Yes;36;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);93,87;92,9;13,271428571428572;3379,25;7;25–36;0
No;Female;No;Yes;No;46;No;No;Dsl;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;44,83;45,55;15,183333333333332;2062,15;3;37–48;0
No;Male;No;No;Yes;51;Yes;No;Dsl;No;No;No;Yes;No;No;One year;No;Credit card (automatic);46,21;47,85;23,925;2356,75;2;49–60;0
No;Male;No;No;No;4;No;No;Dsl;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;29,6;30,5;30,5;118,4;1;0–12;0
Yes;Male;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;69,7;75,0;75,0;209,1;1;0–12;1
No;Female;No;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105,66;105,45;21,09;5916,95;5;49–60;0
Yes;Female;Yes;No;No;16;Yes;No;Dsl;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;63,99;59,4;19,8;1023,9;3;13–24;1
No;Male;No;Yes;No;44;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);90,32;90,65;30,21666666666667;3974,15;3;37–48;0
No;Male;No;No;No;29;Yes;No;Dsl;Yes;Yes;No;Yes;No;No;One year;Yes;Electronic check;58,49;58,75;14,6875;1696,2;4;25–36;0
No;Male;No;Yes;Yes;29;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;22,58;20,65;20,65;654,85;1;25–36;0
Yes;Female;Yes;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);76,94;74,4;74,4;1692,6;1;13–24;1
No;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;74,0;74,0;37,0;74,0;2;0–12;0
No;Male;No;Yes;Yes;29;Yes;Yes;Dsl;Yes;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);67,53;69,05;17,2625;1958,45;4;25–36;0
No;Female;No;Yes;Yes;68;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);90,62;88,0;12,571428571428571;6161,9;7;61–72;0
No;Male;Yes;Yes;No;34;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,34;75,55;75,55;2425,4;1;25–36;0
No;Male;No;No;No;1;Yes;No;Dsl;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;51,25;51,25;25,625;51,25;2;0–12;0
Yes;Female;Yes;No;No;37;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,8;76,25;76,25;2841,55;1;37–48;1
Yes;Male;Yes;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;75,41;74,4;74,4;527,9;1;0–12;1
No;Male;No;No;No;51;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,44;20,45;20,45;1042,65;1;49–60;0
No;Male;No;No;No;52;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);83,3;83,8;27,933333333333334;4331,4;3;49–60;0
No;Male;No;No;No;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,8;44,8;44,8;44,8;1;0–12;0
No;Male;No;No;No;21;No;No;Dsl;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;48,17;43,55;14,516666666666666;1011,5;3;13–24;0
No;Female;No;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;109,85;110,2;18,366666666666667;7689,8;6;61–72;0
No;Female;Yes;Yes;No;69;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Credit card (automatic);87,76;87,3;21,825;6055,55;4;61–72;0
Yes;Female;No;Yes;Yes;42;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,67;94,2;31,400000000000002;4186,3;3;37–48;1
No;Female;No;No;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,62;100,0;25,0;3320,6;4;25–36;0
No;Male;No;No;No;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;44,9;44,9;44,9;44,9;1;0–12;0
No;Male;No;Yes;Yes;59;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,14;19,85;19,85;1188,25;1;49–60;0
No;Male;No;No;No;2;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;31,0;24,85;24,85;62,0;1;0–12;0
No;Female;No;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);79,9;82,85;27,616666666666664;319,6;3;0–12;0
Yes;Female;No;Yes;Yes;31;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;96,63;91,15;30,383333333333336;2995,45;3;25–36;1
No;Female;No;Yes;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);106,86;103,3;20,66;6518,35;5;61–72;0
No;Male;No;No;No;42;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;19,99;19,55;19,55;839,4;1;37–48;0
Yes;Female;No;No;No;13;No;No;Dsl;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;26,71;31,05;31,05;347,25;1;13–24;1
No;Male;Yes;No;No;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Electronic check;44,0;44,0;44,0;44,0;1;0–12;0
Yes;Male;No;No;No;5;No;No;Dsl;Yes;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;44,69;40,0;13,333333333333334;223,45;3;0–12;1
No;Female;No;Yes;Yes;71;Yes;No;Dsl;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);78,51;77,55;15,51;5574,35;5;61–72;0
No;Male;No;No;No;27;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;66,42;69,05;69,05;1793,25;1;25–36;0
No;Male;No;Yes;Yes;57;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;19,7;20,75;20,75;1123,15;1;49–60;0
No;Male;No;No;No;37;No;No;Dsl;No;No;No;No;Yes;No;Two year;No;Credit card (automatic);35,59;35,8;35,8;1316,9;1;37–48;0
No;Male;No;No;No;41;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;75,34;74,25;37,125;3089,1;2;37–48;0
No;Female;No;Yes;No;26;Yes;No;Dsl;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);79,94;81,9;13,65;2078,55;6;25–36;0
No;Female;No;Yes;Yes;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;85,86;85,95;42,975;858,6;2;0–12;0
No;Male;No;Yes;Yes;31;Yes;Yes;Dsl;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);58,89;59,7;29,85;1825,5;2;25–36;0
No;Male;No;Yes;No;10;Yes;No;Dsl;Yes;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);56,89;54,95;18,316666666666666;568,85;3;0–12;0
No;Male;No;Yes;No;14;Yes;No;Dsl;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);47,78;50,2;25,1;668,85;2;13–24;0
No;Male;No;No;Yes;9;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20,46;20,4;20,4;184,1;1;0–12;0
No;Female;Yes;Yes;No;72;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);24,7;24,3;24,3;1778,7;1;61–72;0
No;Female;No;No;No;42;Yes;No;Dsl;Yes;Yes;No;Yes;No;Yes;One year;Yes;Mailed check;68,62;67,7;13,540000000000001;2882,25;5;37–48;0
No;Female;No;Yes;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20,92;20,35;20,35;41,85;1;0–12;0
Yes;Male;Yes;No;No;25;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;87,85;89,5;29,833333333333332;2196,15;3;25–36;1
No;Female;No;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,95;84,0;42,0;424,75;2;0–12;0
Yes;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;78,95;78,95;39,475;78,95;2;0–12;1
Yes;Male;No;No;No;5;No;No;Dsl;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;43,8;43,25;10,8125;219,0;4;0–12;1
No;Female;No;Yes;Yes;46;No;No;Dsl;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);35,22;35,05;17,525;1620,25;2;37–48;0
No;Female;No;No;No;57;No;No;Dsl;Yes;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);39,62;41,1;13,700000000000001;2258,25;3;49–60;0
No;Male;Yes;No;No;21;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);20,45;20,5;20,5;429,55;1;13–24;0
No;Male;No;No;No;4;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;25,48;25,25;25,25;101,9;1;0–12;0
No;Female;No;Yes;No;65;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);20,31;19,35;19,35;1319,95;1;61–72;0
No;Male;No;Yes;Yes;19;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;18,83;19,9;19,9;357,7;1;13–24;0
No;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20,05;20,05;20,05;20,05;1;0–12;0
Yes;Male;Yes;Yes;No;51;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);93,16;93,8;23,45;4750,95;4;49–60;1
No;Male;No;Yes;No;72;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);26,03;24,8;24,8;1874,3;1;61–72;0
No;Female;No;Yes;Yes;70;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);19,7;19,8;19,8;1378,75;1;61–72;0
No;Female;No;Yes;No;28;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);86,91;89,9;22,475;2433,5;4;25–36;0
No;Male;Yes;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Electronic check;92,75;92,0;18,4;6585,2;5;61–72;0
